,name,nalog_id,project_name,service,is_funded,msp,msk_inno,skolk_inno,nav_stat,inno_comp,start_up,B2B2C,B2G,B2C,B2B,NoneType,P2P,Энергетика,Спорт,HealthTech,Безопасность,Медиа и коммуникации,Недвижимость и строительство,Консалтинг,"ИТ, разработка ПО",Услуги для населения,HRTech,Промышленность и Индустрия 4.0,Космос,EdTech,Транспорт и логистика,Мода,Игры,Экология,FoodTech,Телекоммуникации,Развлечения,BioTech,Туризм,Маркетинг и реклама,FinTech,RetailTech и E-commerce,Страхование,Transport & Logistics,E-commerce,Consumer Goods & Services,SportTech,Business Software,SafetyTech,Travel,SpaceTech,RetailTech,LegalTech,FashionTech,IndustrialTech,Advertising & Marketing,Gaming,CleanTech,Healthcare,Entertainment,InsuranceTech,AgroTech,PropTech,Telecom,Мedia & Communication,Cybersecurity,Нейротехнологии,Беспилотники,Блокчейн,Компьютерное зрение,AR/VR,Зеленые технологии,Биометрия,3D моделирование,Новые и портативные источники энергии,Аддитивные технологии,Нанотехнологии,Биотехнологии,Искусственный интеллект и машинное обучение,Новые материалы,Робототехника,Интернет вещей,ЮЛ Малое,ЮЛ Среднее,ИП Микро,ИП Малое,ЮЛ Микро,"Технопарк ""Строгино""","Технопарк ""Физтехпарк""","Технопарк ""ИТЭЛМА""","Технопарк ""Курчатовский институт""","Технопарк ""Центр хайтек инноваций ""РИКОР""","Технопарк ""Нагатино""","Технопарк ""Радиофизика""","Технопарк ""Связь инжиниринг""","Технопарк ""Фотоника""","Технопарк ""Мосгормаш""","Технопарк ""Отрадное""","Технопарк ""НИИ Точных приборов""","Технопарк ""Водный стадион""","Технопарк ""ЦНИИТМАШ""","Технопарк ""МЗТА""","Технопарк ""Научный парк МГУ""","Технополис ""Москва""","Технопарк ""Сколково""","Технопарк ""НИИССУ""","Технопарк ""ВТИ""","Технопарк ""ЭЛМА""","Технопарк ""Полюс""","Технопарк ""Сапфир""","Технопарк ""Слава""",Наименование стартапа,ИНН,Стадия стартапа,Сфера стартапа,Технология,Пользователь,Частный фонд,"Частный фонд_сумма, долл",Государственный фонд,"Государственный фонд_сумма, долл",Акселератор,"Акселератор_сумма, долл",Корпоративный инвестор,"Корпоративный инвестор_сумма, долл",Корпоративный фонд,"Корпоративный фонд_сумма, долл"
228,SKILLFOLIO,9705121931,Московский инновационный кластер,МИК +,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skillfolio,9705121931,Раннийрост,EdTech,,"B2B,B2C",None,0,None,0,None,0,None,0,None,0
229,i-Coffee,9701050670,Московский инновационный кластер,МИК +,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i‑Retail,9701050670,Раннийрост,RetailTech,,B2B,None,0,None,0,None,0,Группа Синара,2078112.7964990726,None,0
230,Ovayaco,9715257096,Московский инновационный кластер,МИК +,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OvayaCo,9715257096,Раннийрост,FoodTech,Биотехнологии,"B2C,B2B2C",None,0,None,0,None,0,None,0,None,0
231,Цереврум,7716877250,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cerevrum ,7716877250,Посевная,EdTech,AR/VR,B2B,None,0,None,0,None,0,None,0,None,0
232,"ООО ""Инфовотч""",7713515534,Московский экспортный центр,МЭЦ +,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,InfoWatch,7713515534,Расширение,Cybersecurity,,"B2B,В2G",None,0,РФПИ,3232390.7969093174,None,0,None,0,None,0
233,"ООО ""Арипикс Роботикс""",7728434172,Московский экспортный центр,МЭЦ +,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aripix Robotics,7728434172,Посевная,IndustrialTech,Робототехника,B2B,Genezis Technology Capital,250000,None,0,None,0,None,0,None,0
234,"ООО ""Экзоатлет""",7704871416,Московский экспортный центр,МЭЦ +,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ExoAtlet ,7704871416,Посевная,Healthcare,Робототехника ,B2B2C,None,0,Биофонд РВК,860832.137733142,None,0,None,0,None,0
235,ООО «Тардис»,7447250067,Московский экспортный центр,МЭЦ +,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sizolution (ранее -Tardis),7447250067,Посевная,FashionTech,"3D моделирование, BigData, Искусственный интеллект и машинное обучение",B2B,None,0,Moscow Seed Fund,136579.60286065977,None,0,None,0,None,0
236,"ООО ""Алгоритмика""",7704386240,Московский экспортный центр,МЭЦ +,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Алгоритмика,7704386240,Расширение,EdTech,,B2C,Winter Capital,5000000,Российско-китайский технологический инвестиционный фонд,5000000,None,0,None,0,None,0
237,"ООО ""Кибертоника""",7725293981,Московский экспортный центр,МЭЦ +,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cybertonica,7725293981,Раннийрост,FinTech,Искусственный интеллект и машинное обучение,B2B,"Force Over Mass Capital, TrueSight Ventures и Springboard (иностранные)",2600000,None,0,None,0,None,0,None,0
238,"ООО ""Трайфит Технологии""",7731320418,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRY.FIT,7731320418,Посевная,RetailTech,3D моделирование,"B2B,B2C",Pulsar Venture Capital,н.д.,None,0,None,0,None,0,None,0
239,ООО «КАПСУЛА»,7721350396,Московский экспортный центр,МЭЦ +,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qapsula,7721350396,Раннийрост,Healthcare,Искусственный интеллект и машинное обучение,B2C,ФРИИ,264053,None,0,None,0,None,0,None,0
240,ООО «Научно-производственный инновационный внедренческий центр»,5402017437,Московский экспортный центр,МЭЦ +,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM&HM,5402017437,Посевная,Healthcare,Биометрия,B2B2C,None,0,Фонд поддержки проектов НТИ,4634518.8077890305,None,0,None,0,None,0
241,"ООО ""Учи.ру""",7704821246,Московский экспортный центр,МЭЦ +,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Учи.ру,7704821246,Расширение,EdTech,Искусственный интеллект и машинное обучение,"B2C,B2G",None,0,РФПИ,н.д.,None,0,Mail.ru Group,50637150.384234704,None,0
242,"ООО ""ВИТО-ХАУС""",7713441265,Московский экспортный центр,МЭЦ +,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vito-House,7713441265,Посевная,E-commerce,,"B2B,B2C",IDEA+,35048.5,None,0,None,0,None,0,None,0
243,"ООО ""Юникрафт""",7722369110,Московский экспортный центр,МЭЦ +,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unicraft,7722369110,Посевная,EdTech,,B2B,None,0,None,0,ФРИИ,36273.69017432099,None,0,None,0
244,"ООО ""Тексел""",7731476895,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Texel,7731476895,Расширение,FashionTech,3D моделирование,"B2B,B2C",ФРИИ,726916.1178449978,Rusnano Sistema,726916.1178449978,None,0,None,0,None,0
245,ООО «ЛОРЕТТ»,7727316793,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LoReTT,7727316793,Посевная,EdTech,,"B2B,B2C",None,0,None,0,ФРИИ,36273.69017432099,None,0,None,0
246,ООО «Инспетор Клауд»,7743172676,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inspector Cloud,7743172676,Расширение,RetailTech,Компьютерное зрение,B2B,None,0,Moscow Seed Fund,196995.4257662137,None,0,None,0,None,0
247,ООО «Домопульт»,7725328391,Московский экспортный центр,МЭЦ +,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Домопульт
M&A",7725328391,Расширение,PropTech,,"B2B,B2B2C",None,0,None,0,None,0,Росводоканал,н.д.,None,0
248,ООО «СРМ Солюшенс»,7451278717,Московский экспортный центр,МЭЦ +,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KonnektU,7451278717,Расширение,Advertising&Marketing,"Искусственный интеллект и машинное обучение, BigData",B2B,None,0,None,0,None,0,None,0,Венчурный фонд МТС,1630818.1134967864
249,ООО «Оз Форензика»,7731341810,Московский экспортный центр,МЭЦ +,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oz Forensics,7731341810,Посевная,LegalTech,"Искусственный интеллект и машинное обучение, Биометрия","B2B,B2G",None,0,None,0,Акселератор Сбербанка,75975.71816047591,None,0,None,0
250,ООО «Лаборатория Наносемантика»,7703761097,Московский экспортный центр,МЭЦ +,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Лаборатория Наносемантика,7703761097,Раннийрост,Мedia&Communication,Искусственный интеллект и машинное обучение,B2B,None,0,Фонд поддержки проектов НТИ,4574042.309891366,None,0,None,0,None,0
251,ООО «Бизнес Аналитика»,7709973919,Московский экспортный центр,МЭЦ +,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roistat,7709973919,Раннийрост,Advertising&Marketing,BigData,B2B,iTech Capital,2000000,Skolkovo Ventures,2000000,None,0,None,0,None,0
252,ООО «Монк Диджитал Лаб»,7730253840,Московский экспортный центр,МЭЦ +,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,monqlab,7730253840,Раннийрост,BusinessSoftware,"Искусственный интеллект и машинное обучение, BigData",B2B,New Nordic Ventures (иностранный),350000,None,0,None,0,None,0,None,0
253,ООО «Визитек»,6501272461,Московский экспортный центр,МЭЦ +,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Visitech,6501272461,н.д.,IndustrialTech,,B2B,None,0,РВК,789889.5,None,0,Фонд «Роснано»,789889.5,None,0
254,"ООО ""Толкфинанс""",7734387717,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TalkBank,7734387717,Посевная,FinTech,Искусственный интеллект и машинное обучение,B2C,None,0,None,0,ФРИИ,32532.920216886137,None,0,None,0
255,"ООО ""ВКУСВИЛЛ""",7734675810,Московский экспортный центр,МЭЦ +,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ВкусВилл,7734675810,Расширение,FoodTech,,B2C,Baring Vostok,н.д.,None,0,None,0,None,0,None,0
256,"ООО ""Спутник""",7731323200,Московский экспортный центр,МЭЦ +,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Спутник,7731323200,Раннийрост,PropTech,Интернет вещей,B2B2C,None,0,None,0,None,0,None,0,None,0
257,"ООО ""ЮНИМ""",7724883963,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,UNIM ,7724883963,Раннийрост,Healthcare,BigData,B2B2C,None,0,Moscow Seed Fund,126536.82933503314,None,0,None,0,None,0
258,"ООО ""Платформа третье мнение""",7714420229,Московский экспортный центр,МЭЦ +,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Третье мнение,7714420229,Раннийрост,Healthcare,Искусственный интеллект и машинное обучение,"B2B,B2G",None,0,None,0,None,0,Медси,3500000,None,0
259,"ООО ""Моторика""",7719402047,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Моторика Приз в конкурсе,7719402047,Раннийрост,Healthcare,Аддитивные технологии,"B2B,B2C,B2G",ФРИИ,256086.7553637371,None,0,None,0,None,0,None,0
260,ООО «ЮВЛ Роботикс»,7733327426,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UVL Robotics,7733327426,Раннийрост,Transport&Logistics,Беспилотники,B2B,"People&People, TerraVC",250000,None,0,None,0,None,0,None,0
261,"ООО ""Симбионикс""",6950198920,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Symbionix,6950198920,Посевная,Healthcare,Робототехника,B2C,None,0,МИР (принадлежит Корпорации МСП),317800.81833710725,None,0,None,0,None,0
262,ООО «Фокус Технологии»,7704450023,Московский экспортный центр,МЭЦ +,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Focus,7704450023,Раннийрост,RetailTech,"Компьютерное зрение, BigData, Искусственный интеллект и машинное обучение",B2B,None,0,Moscow Seed Fund,244169.1060969026,None,0,None,0,None,0
263,"ООО ""Цифровые платежи""",7728442470,Инвестиционная упаковка,Инвестиционная упаковка,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joys,7728442470,Раннийрост,FinTech,Блокчейн,"B2B,B2C",None,0,None,0,None,0,Mantroneco SE (иностранный),5920000,None,0
264,"ООО ""ИНТЕЛЛЕКТ УНИВЕРСИТЕТ""
",9703019107,Инвестиционная упаковка,Инвестиционная упаковка,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intelligent University,9703019107,Раннийрост,EdTech,,B2C,None,0,None,0,None,0,None,0,None,0
265,"ООО ""МИП ГРИНБАР""
",2014021131,Инвестиционная упаковка,Инвестиционная упаковка,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GreenBar,2014021131,nan,nan,,nan,None,0,None,0,None,0,None,0,None,0
266,,nan,Инвестиционная упаковка,Инвестиционная упаковка,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Румиком
Не венчур",nan,nan,E-commerce,,B2B,None,0,None,0,None,0,Inventive Retail Group,н.д.,None,0
